parent_uri,type,id,title,text,author,work
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/14,Paragraph,1,,"They say that pelicans dig up the mussels which live in rivers and swallow them; then when they have taken in a quantity they vomit, and so eat the flesh of the mussels without dealing with their shells.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/15,Paragraph,1,,"They say that in Cyllene in Arcadia the blackbirds are white, but not in any other place, and that they have harmonious voices and come out into the moonshine; and that if one were to try by day, they are very hard to catch.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/21,Paragraph,1,,"They say that bees are stupefied by myrrh, and cannot bear its smell; some say that bees sting violently those smeared with myrrh.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/23,Paragraph,1,,"In Thessaly they record that snakes are born alive in such quantities that if they were not eaten by storks the people would leave. Consequently they honour storks, and it is unlawful to kill them; if anyone does so, he is liable to the same penalties as a murderer.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/25,Paragraph,1,,In Cyprus they say that mice eat iron.,,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/26,Paragraph,1,,"And they say that the Chalybes, in one of the islands lying above them, collect gold from many of these creatures. For this reason apparently they cut up the mice which they catch in mines.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/27,Paragraph,1,,"It is said that when one goes from Susa to Media in the second stage there is a large quantity of scorpions. Consequently the king of the Persians, whenever he went through the district, stayed there three days, ordering all his men to hunt; and he gave a prize to the man who caught most.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/28,Paragraph,1,,"In Cyrene they say that there is not one kind of mouse bbut many, differing in shape and colour; for some have flat heads like polecats, and others are shaped like hedgehogs, which they call 'echines.'",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/30,Paragraph,1,,"Among the Scythians called Geloni they say that there is a beast, excessively rare, which is called 'tarandos'; they say that it changes the colour of its hair according to the place it is in. For this reason it is difficult to catch; for it becomes the same colour as the trees and the ground, and generally of the place in which it is. But the changing of the colour of the hair is most remarkable; other creatures change their skin like the chameleon and polypus, but this animal is of the size of an ox. But its head is of the same kind as a deer.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/60,Paragraph,1,,"From a pair of eagles one of typography is alternately a sea‑eagle, as long as they are mated. From sea‑eagles are born the osprey and from these hawks and vultures; these do not stop as vultures, but produce large vultures; these have no young. This is proved by the fact that no one has ever seen a nest of large vultures.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/63,Paragraph,1,,"They say in Pontus that some birds are found retiring into holes in winter and do not void, nor do they feel it when their wings are plucked, nor when they are put on to a small spit, but they do when they are roasted by the fire. They also say that many fish cannot feel when they are cut up and sliced, but they can feel when they are heated by the fire.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/64,Paragraph,1,,"The bee appears to herald the winter solstice by walking to his work, a sign of which bee‑keepers make use; for it is their quiet time. The cicada seems to sing after the solstice.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/65,Paragraph,1,,They say that the hedgehog can go without food for a year.,,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/66,Paragraph,1,,"The spotted lizard, when it has sloughed its skin like a snake, is said to turn round and devour it; for it is watched for by physicians because of its value for epileptics.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/67,Paragraph,1,,"They say that the fat of the she‑bear, when it becomes set in winter, during the time that the bear lives in a cave, grows, and overflows the vessels in which it is placed.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/68,Paragraph,1,,"In Cyrene they say that frogs are entirely voiceless; and in Macedonia, in the country of the Emathiotae, that pigs are solid-hooved.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/69,Paragraph,1,,In Cappadocia they say that mules breed and in Crete that poplars bear fruit.,,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/70,Paragraph,1,,"They say that in Seriphus frogs do not croak, but if they are removed to another place they do.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/71,Paragraph,1,,"Among the Indians in the part called Keras, they say that there are small fish which wander about on dry land, and then run back again to the river.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/72,Paragraph,1,,"Some say that in Babylonia certain fishes remain in holes which retain moisture when the river dries up; these come out on to the threshing-floor to feed, and walk on their fins and wave their tails; when they are pursued they flee, and diving down stand to face the pursuer. For men will often approach, and even torment them. They have a head like a sea‑frog, but the rest of their body is like a gudgeon, but they have gills like other fish.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/73,Paragraph,1,,"In Heraclea in Pontus and in Rhegium they say that some fish are caught by digging, and that these are mostly found in riverside and watery places. Where these places dry up they can be caught in certain places on land, and then when the ground dries still more they penetrate into the mud in search of moisture; then when that grows dry they remain in the moisture, like those that survive in holes. But when they are dug up before the water comes they move.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/74,Paragraph,1,,"And they say that in Paphlagonia those fishes which are dug up are bred deep down, and that they are good in quality; although no water is to be seen near by, nor any river flowing in, but the earth itself propagates the creatures.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/75,Paragraph,1,,"They say that the deer in Epirus dig down and bury the right horn, when they shed it, and that this is valuable for many purposes.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/76,Paragraph,1,,"They say that the lynx conceals his urine because it is used for many purposes, especially for making signets.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/77,Paragraph,1,,"They say that the seal vomits beestings when caught; this has curative properties, and is good for epileptics.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/79,Paragraph,1,,"They say that in the island of Diomedeia in the Adriatic there is a remarkable and hallowed shrine of Diomedes, and that birds of vast size sit round this shrine in a circle, having large hard beaks. They say moreover that if ever Greeks disembark on the spot they keep quiet, but if any of the barbarians that live round about land there, they rise and wheeling round attack their heads, and wounding them with their bills kill them. The legend is that these birds are descended from the companions of Diomedes, who were wrecked near the island, when Diomedes was treacherously murdered by Aeneas, the king of those parts at the time.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/80,Paragraph,1,,"Among the Umbrians they say that the cattle bear three times in the year, and the earth bears many times as many fruits as that which is sown; also that women have many children and seldom bear one (at a time), but most of them two or three.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/83,Paragraph,1,,"They say that there are no wolves, bears or snakes in Crete, and, generally speaking, no beasts of the kind, because Zeus was born there.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/86,Paragraph,1,,"They say that among the Celts there is a drug called by them the 'arrow drug'; this produces so swift a death that the Celtic hunters, when they have shot at a deer or other beast, run hastily, and cut out the wounded part of the flesh before the poison sinks in, both for the sake of its use, and to prevent the animal from rotting. They say that the bark of the oak‑tree has been discovered to be an antidote to this; others, however, speak of another leaf which they call 'raven,' because a raven has been seen by them, after tasting the drug and becoming ill, to run to this leaf, and after swallowing it to cease from its pain.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/99,Paragraph,1,,"In the city of Orchomenus in Boeotia they say that a fox was seen, which, when pursued by a dog, dived into an underground passage, and that the dog dived in after it, and made a loud noise of barking, as if it had found a wide open space; the huntsmen, assuming some supernatural agency, broke down the entrance, and forced their way in as well; but seeing by some openings that light was coming in they had a complete view of the whole, and went and reported it to the magistrates.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/116,Paragraph,1,,"They also say that there is a district there, not very large, but somewhere about twenty stades, which bears the barley which men use, but horses and cattle will not eat it, nor will any other animal; nor will any pigs nor dogs venture to touch the excrement of men who void after eating meal or bread made from this barley, because death follows.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/118,Paragraph,1,,"In Thrace above Amphipolis they say that there is a remarkable occurrence, which is incredible to those who have not seen it. For boys, coming out of the villages and places round to hunt small birds, take hawks with them, and behave as follows: when they have come to a suitable spot, they call the hawks addressing them by name; when they hear the boys' voices, they swoop down on the birds. The birds fly in terror into the bushes, where the boys catch them by knocking them down with sticks. But there is one most remarkable feature in this; when the hawks themselves catch any of the birds, they throw them down to the hunters, and the boys after giving a portion of all that is caught to the hawks go home.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/119,Paragraph,1,,"They relate a remarkable occurrence among the Heneti; for countless thousands of jackdaws come to their country and consume their grain, when they have sown it; before they are about to fly over there the Heneti put out gifts for the birds on their boundaries, putting down seeds of all kinds of fruits; if the jackdaws taste these, they do not pass over the border into their country, and the Heneti know that they will be in peace; but if they do not taste them, they expect as it were an invasion of the enemy.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/120,Paragraph,1,,"In Thracian Chalcidice near Olynthus they say that there is a place called Cantharolethros, a little larger in size than a threshing-floor; when any other animal comes to it, it immediately retires, but none of the cantharus beetles do, but wheeling round and round the place die of hunger.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/122,Paragraph,1,,"They say that in Crastonia near the country of the Bisaltae hares which are caught have two livers, and that there is a place there about an acre in extent, into which if any animal enters it dies. There is also there a fine large temple of Dionysus, in which when a sacrifice and feast takes place, should the god intend to give a good season, it is said that a huge flame of fire appears and that all who go to the sacred enclosure see this, but when the season is going to be very bad, this light does not appear, but darkness covers the place, just as on other nights.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/124,Paragraph,1,,"In Coroneia in Boeotia it is said that the moles cannot live, nor dig in the earth, though the rest of Boeotia has many of them.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/125,Paragraph,1,,At Lusi in Arcadia they say there is a spring in which there are land mice; they dive and live in it. The same thing is said to occur at Lampsacus.,,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/126,Paragraph,1,,"At Crannon in Thessaly they say that there are only two ravens in the city. After they have nested apparently they migrate, and leave behind just the same number of the young birds they hatch.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/128,Paragraph,1,,"Cattle in Illyria are said to breed twice during the year, and most commonly of all to have twins, and that goats often bear three or four, and some five or even more; they readily yield a gallon of milk. They also say that hens do not lay once a day, as they do elsewhere, but two or three times.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/129,Paragraph,1,,"It is also said in Paeonia that the wild bulls are bigger than in any of the other races, and that their horns will hold two gallons, and some of them even more.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/136,Paragraph,1,,"They say that Phoenicians who live in what is called Gades, on sailing outside the Pillars of Heracles with an east wind for four days, came at once some desert lands, full of rushes and seaweed, which were not submerged when the tide ebbed, but were covered when the tide was full, upon which were found a quantity of tunny-fish, of incredible size and weight when brought to shore; pickling these and putting them into jars they brought them to Carthage. These alone the Carthaginians do not export, but owing to their value as food they consume them themselves.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/137,Paragraph,1,,"In Pedasia in Caria sacrifices are offered to Zeus, in which they take a she‑goat in procession, concerning which a marvel is related. For, when walking seventy stades from the Pedasi through a large crowd of watchers, it is not disturbed on its journey, nor does it turn out of the road, but tied with a rope it walks in front of the man who is conducting the sacrifice. There is also a wonderful thing, in that there are two ravens always about the temple of Zeus, and that no other approaches the spot, and that one of them has a white patch in the front of its neck.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/139,Paragraph,1,,"They say that there is a class of locust in Argos which is called the 'scorpion-fighter.' For the moment it sees a scorpion, it attacks it, and the scorpion does exactly the same thing. It flies in a circle round the scorpion and chirps; the scorpion raises its sting and turns it round in the same place, then gradually raises its sting and stretches it to its full length, while the locust circles round. At last the locust approaches and eats it. They say it is a good thing to eat a locust as a protection against the scorpion's sting.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/140,Paragraph,1,,"They say that wasps in Naxos, when they have eaten adder's flesh (and apparently they are very partial to it), should they sting anyone, produce so much pain, that the sting is worse than the adder's bite.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/142,Paragraph,1,,"They say that there is a kind of snake in Curium in Cyprus which has the same power as the asp in Egypt, except that, if it bites in the winter, it has no effect, either for some other reason, or because the animal does not move easily when numbed by the cold, and is quite powerless, unless it is warmed.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/144,Paragraph,1,,"In Mysia they say that there is a species of white bear which lets out so foul a breath when it is hunted that it causes the flesh of the dogs to decompose: it has the same effect upon all other kinds of animals, and makes them uneatable. But if one forces one's way close to them, they let out of their mouths a quantity of phlegm, which apparently blows at the faces of dogs and men alike, so as to choke and blind them.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/145,Paragraph,1,,"In Arabia they say there is a species of hyaena, which, when it sees a beast in front, or comes into the shadow of a man, produces dumbness, and such paralysis that it is impossible to move the body. It has the same effect on dogs.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/146,Paragraph,1,,"In Syria they say there is a beast called the lion-killer; for the lion apparently dies when it eats of it. The lion does not do this deliberately but avoids the animal; but when the hunters catch the animal and sprinkle white meal over it to cook it, as they would with another animal, on tasting it they are said to die at once. This beast hurts a lion if it even makes water on it.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/147,Paragraph,1,,"Vultures are said to die from the scent of myrrh, if anyone smears it on them, or gives them anything steeped in myrrh to eat. In the same way beetles are said to die from the scent of roses.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/148,Paragraph,1,,"In Sicily and in Italy they say that the bite of the spotted lizard is mortal, and not harmless and slight as with us. There is also a kind of mouse which when it bites, causes death.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/149,Paragraph,1,,"In Mesopotamia in Syria, and in Istrus, there is said to be a small snake, which does not bite the natives, but does grievous harm to strangers.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/150,Paragraph,1,,"They say this happens particularly about the Euphrates. They say that apparently they often swim about the mouths of the river, and to one of the banks, so that, though seen there in the evening, at dawn they appear on the other side, and do not bite the Syrians who rest there, but do not refrain from the Greeks.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/151,Paragraph,1,,"In Thessaly they say that the sacred snake destroys everyone, not only if it bites, but even if it touches them. Consequently, when it appears and they hear the sound it makes (it appears but rarely), snakes, vipers, and all other wild beasts avoid it. It is not of great, but only moderate size. They say that once in Tenos, the Thessalian city, one was killed by a woman, and this was the manner of its death. A woman drew a circle on the ground and putting drugs in the circle, entered it, she and her son, and then imitated the cry of the creature; the snake replied and approached. While it was replying the woman became sleepy, and as it approached still nearer she could not control her sleepiness. But her son sat by her side, and aroused her by striking her at her command, and said that, if she went to sleep, both she and he would die; but that if she restrained herself and attracted the creature they would be saved. But when the snake approached the circle, it was immediately withered up.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/157,Paragraph,1,,"They say that dogs only pursue wild beasts as far as the peaks of the so‑called Black Mountains, and that, when they have followed them as far as this, they turn back.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/164,Paragraph,1,,"Othrys is a mountain in Thessaly, which breeds snakes called Sepes, which have not one colour, but are always like the ground on which they live. Some of them have the colour of land snails. In others the scales are green. But those that live in sandy places are like the sand in colour. When they bite they produce thirst. Their bite is not fierce and fiery, but it is unpleasant.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/165,Paragraph,1,,"When the male adder associates with the female, the female bites off its head. And so the young ones, as though avenging the death of their father, bite through their mother's belly.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/170,Paragraph,1,,"In Euboea there are two rivers; cattle that drink from one become white; it is called Cerbes; the other is called Neleus, which makes them black.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/176,Paragraph,1,,"Among the Aetolians they say that moles can see indistinctly, and do not eat earth but locusts.",,
http://ns.inria.fr/zoomathia/PS-ARISTOTELES/on_marvellous_things_heard/e/1/177,Paragraph,1,,"They say that elephants go two years with young, but others say eighteen months; they have much difficulty in producing their young.",,
